delivery_date,trigger_fraction,vid,rep,resampled_multiplier,nr_lateness,sa_lateness
INSTANCE_001,0.75,V2,9,0.955597594535316,0.0,0.0
INSTANCE_001,0.75,V2,10,0.9602824735965674,0.0,0.0
INSTANCE_001,0.75,V2,11,0.8560890846911426,0.0,0.0
INSTANCE_001,0.75,V2,12,1.0595907780904756,0.0,0.0
INSTANCE_001,0.75,V2,13,0.98743059768449,0.0,0.0
INSTANCE_001,0.75,V2,14,1.0681698050247663,0.0,0.0
INSTANCE_001,0.75,V2,15,1.0785362869094035,0.0,0.0
INSTANCE_001,0.75,V2,16,1.0353092831079391,0.0,0.0
INSTANCE_001,0.75,V2,17,0.9590916403355204,0.0,0.0
INSTANCE_001,0.75,V2,18,0.9726881952359552,0.0,0.0
INSTANCE_001,0.75,V2,19,0.9415251036524498,0.0,0.0
INSTANCE_002,0.25,V1,0,1.044234363134732,1.5147523456154204,1.5147523456154204
INSTANCE_002,0.25,V1,1,1.032509757881784,0.8344736015849321,0.8344736015849321
INSTANCE_002,0.25,V1,2,1.2002136116675404,11.075760349848338,11.075760349848338
INSTANCE_002,0.25,V1,3,1.0186056551989542,0.1061998765626413,0.1061998765626413
INSTANCE_002,0.25,V1,4,1.2232753997046582,12.4893710838968,12.4893710838968
INSTANCE_002,0.25,V1,5,0.8960308343539007,0.0,0.0
INSTANCE_002,0.25,V1,6,1.177996395225299,9.713919039327152,9.713919039327152
INSTANCE_002,0.25,V1,7,0.9776540571133564,0.0,0.0
INSTANCE_002,0.25,V1,8,0.8754770151805792,0.0,0.0
INSTANCE_002,0.25,V1,9,1.0410971100607462,1.3224491896904738,1.3224491896904738
INSTANCE_002,0.25,V1,10,1.2604338402955244,14.767059630648191,14.767059630648191
INSTANCE_002,0.25,V1,11,0.8818956872441369,0.0,0.0
INSTANCE_002,0.25,V1,12,1.0795877110532444,3.68179472852728,3.68179472852728
INSTANCE_002,0.25,V1,13,1.2493876552692316,14.089965309153284,14.089965309153284
INSTANCE_002,0.25,V1,14,1.2954936128766912,16.91610682396515,16.91610682396515
INSTANCE_002,0.25,V1,15,0.9774508000271784,0.0,0.0
INSTANCE_002,0.25,V1,16,1.1921550252101862,10.58179586196752,10.58179586196752
INSTANCE_002,0.25,V1,17,0.9832347553004918,0.0,0.0
INSTANCE_002,0.25,V1,18,0.9958628462390396,0.0,0.0
INSTANCE_002,0.25,V1,19,0.8537198344567576,0.0,0.0
INSTANCE_002,0.25,V2,0,0.9505152028932846,0.0,0.0
INSTANCE_002,0.25,V2,1,1.037300829890777,3.706128220826031,3.706128220826031
INSTANCE_002,0.25,V2,2,1.001301093002179,0.0,0.0
INSTANCE_002,0.25,V2,3,1.0058244244284724,0.4043057485059762,0.4043057485059762
INSTANCE_002,0.25,V2,4,1.0570136241678627,5.773967485835215,5.773967485835215
INSTANCE_002,0.25,V2,5,0.8496078884780153,0.0,0.0
INSTANCE_002,0.25,V2,6,0.9261341549956502,0.0,0.0
INSTANCE_002,0.25,V2,7,0.9258766510273724,0.0,0.0
INSTANCE_002,0.25,V2,8,1.0264248054620404,2.565251384958856,2.565251384958856
INSTANCE_002,0.25,V2,9,1.030416766768407,2.9840014727278685,2.9840014727278685
INSTANCE_002,0.25,V2,10,1.0805336175127418,8.241175587724229,8.241175587724229
INSTANCE_002,0.25,V2,11,0.9178288172426968,0.0,0.0
INSTANCE_002,0.25,V2,12,1.0957594611952377,9.838341213611898,9.838341213611898
INSTANCE_002,0.25,V2,13,1.0335424935505932,3.3118850026346536,3.3118850026346536
INSTANCE_002,0.25,V2,14,0.8685123035367265,0.0,0.0
INSTANCE_002,0.25,V2,15,0.8680077147641335,0.0,0.0
INSTANCE_002,0.25,V2,16,0.9947832248597468,0.0,0.0
INSTANCE_002,0.25,V2,17,0.9404100930328472,0.0,0.0
INSTANCE_002,0.25,V2,18,1.1648619678689915,20.35175755410762,20.35175755410762
INSTANCE_002,0.25,V2,19,1.2170262149925093,32.577756075311186,32.577756075311186
INSTANCE_002,0.5,V1,0,0.9114777750445822,0.0,0.0
INSTANCE_002,0.5,V1,1,0.8679353358630678,0.0,0.0
INSTANCE_002,0.5,V1,2,1.1094044228210198,0.6046148792471513,0.6046148792471513
INSTANCE_002,0.5,V1,3,1.160923983700295,1.2982399005518346,1.2982399005518346
INSTANCE_002,0.5,V1,4,1.04745799835972,0.0,0.0
INSTANCE_002,0.5,V1,5,0.9114777750445822,0.0,0.0
INSTANCE_002,0.5,V1,6,0.9935758266675258,0.0,0.0
INSTANCE_002,0.5,V1,7,0.997208885813998,0.0,0.0
INSTANCE_002,0.5,V1,8,0.9341773555741504,0.0,0.0
INSTANCE_002,0.5,V1,9,0.9152523252187308,0.0,0.0
INSTANCE_002,0.5,V1,10,1.323706115578749,3.48983000274211,3.48983000274211
INSTANCE_002,0.5,V1,11,1.323706115578749,3.48983000274211,3.48983000274211
INSTANCE_002,0.5,V1,12,0.974806044763836,0.0,0.0
INSTANCE_002,0.5,V1,13,1.0501016558609833,0.0,0.0
INSTANCE_002,0.5,V1,14,0.956705244011982,0.0,0.0
INSTANCE_002,0.5,V1,15,1.0403463157571715,0.0,0.0
INSTANCE_002,0.5,V1,16,1.0222535276119855,0.0,0.0
INSTANCE_002,0.5,V1,17,1.153903139133133,1.2037159298625966,1.2037159298625966
INSTANCE_002,0.5,V1,18,1.001301093002179,0.0,0.0
INSTANCE_002,0.5,V1,19,0.9686780178825674,0.0,0.0
INSTANCE_002,0.5,V2,0,1.0295773633380825,0.7167879123537659,0.7167879123537659
INSTANCE_002,0.5,V2,1,0.8654758284768967,0.0,0.0
INSTANCE_002,0.5,V2,2,1.0456464605865234,1.2184919102787717,1.2184919102787717
