delivery_date,trigger_fraction,shock,seed,total_distance_km,total_lateness_min,nr_distance,otd_num,otd_den,rsi,moved_stops,n_vehicles,n_unchanged,n_harm,runtime_ms,block_fully_unchanged,block_any_harm
INSTANCE_001,0.5,delay20,202,213.4468,0.0,191.8982,40,40,0.8388888888888889,9,2,1,0,1172.3980903625488,0,0
INSTANCE_001,0.5,delay20,303,213.4468,0.0,191.8982,40,40,0.8388888888888889,9,2,1,0,1356.0209274291992,0,0
INSTANCE_001,0.5,delay30,101,213.4468,7.464999999999918,191.8982,39,40,0.8,9,2,1,0,1481.6126823425293,0,0
INSTANCE_001,0.5,delay30,202,213.4468,7.464999999999918,191.8982,39,40,0.8388888888888889,9,2,1,0,1290.8670902252195,0,0
INSTANCE_001,0.5,delay30,303,213.4468,7.464999999999918,191.8982,39,40,0.7833333333333333,8,2,1,0,1580.7149410247805,0,0
INSTANCE_001,0.5,p85,101,191.8982,0.0,191.8982,40,40,1.0,0,2,2,0,1404.465675354004,1,0
INSTANCE_001,0.5,p85,202,191.8982,0.0,191.8982,40,40,1.0,0,2,2,0,1110.5730533599854,1,0
INSTANCE_001,0.5,p85,303,191.8982,0.0,191.8982,40,40,1.0,0,2,2,0,1579.3852806091309,1,0
INSTANCE_001,0.5,p95,101,191.8982,0.3910700000000133,191.8982,39,40,1.0,0,2,2,0,1383.0597400665283,1,0
INSTANCE_001,0.5,p95,202,191.8982,0.3910700000000133,191.8982,39,40,1.0,0,2,2,0,1305.3059577941897,1,0
INSTANCE_001,0.5,p95,303,191.8982,0.3910700000000133,191.8982,39,40,1.0,0,2,2,0,1437.8511905670166,1,0
INSTANCE_001,0.75,delay20,101,191.8982,11.81499999999994,191.8982,39,40,1.0,0,2,2,0,295.49264907836914,1,0
INSTANCE_001,0.75,delay20,202,191.8982,11.81499999999994,191.8982,39,40,1.0,0,2,2,0,292.88601875305176,1,0
INSTANCE_001,0.75,delay20,303,191.8982,11.81499999999994,191.8982,39,40,1.0,0,2,2,0,288.9823913574219,1,0
