delivery_date,trigger_fraction,vid,rep,resampled_multiplier,nr_lateness,liu_lateness
INSTANCE_001,0.5,V2,5,1.0722453613941898,0.0,0.0
INSTANCE_001,0.5,V2,6,1.0758685194769508,0.0,0.0
INSTANCE_001,0.5,V2,7,1.3114991452794968,0.9170050250670556,0.0
INSTANCE_001,0.5,V2,8,1.1691862211197477,0.0,0.0
INSTANCE_001,0.5,V2,9,0.8797734030963599,0.0,0.0
INSTANCE_001,0.75,V1,0,0.8789033483894577,0.0,0.0
INSTANCE_001,0.75,V1,1,1.172213459534738,0.0,0.0
INSTANCE_001,0.75,V1,2,0.953831281823618,0.0,0.0
INSTANCE_001,0.75,V1,3,1.2935671554928894,0.0,0.0
INSTANCE_001,0.75,V1,4,1.1028326622332307,0.0,0.0
INSTANCE_001,0.75,V1,5,1.2798533551847038,0.0,0.0
INSTANCE_001,0.75,V1,6,0.919153569936755,0.0,0.0
INSTANCE_001,0.75,V1,7,1.177996395225299,0.0,0.0
INSTANCE_001,0.75,V1,8,0.979372713542536,0.0,0.0
INSTANCE_001,0.75,V1,9,1.0491025886038914,0.0,0.0
INSTANCE_001,0.75,V2,0,1.0377630079269302,0.0,0.0
INSTANCE_001,0.75,V2,1,1.152758917318771,0.0,0.0
INSTANCE_001,0.75,V2,2,1.0142994574854285,0.0,0.0
INSTANCE_001,0.75,V2,3,0.9865782319571728,0.0,0.0
INSTANCE_001,0.75,V2,4,0.9143314938142896,0.0,0.0
INSTANCE_001,0.75,V2,5,0.974806044763836,0.0,0.0
INSTANCE_001,0.75,V2,6,0.9976911335901408,0.0,0.0
INSTANCE_001,0.75,V2,7,0.8851375383563126,0.0,0.0
INSTANCE_001,0.75,V2,8,0.9865782319571728,0.0,0.0
INSTANCE_001,0.75,V2,9,0.8766225867224798,0.0,0.0
INSTANCE_006,0.25,V1,0,1.0335424935505932,0.0,0.0
INSTANCE_006,0.25,V1,1,0.8935635626668319,0.0,0.0
INSTANCE_006,0.25,V1,2,0.994004893167698,0.0,0.0
INSTANCE_006,0.25,V1,3,1.2002136116675404,0.0,0.0
INSTANCE_006,0.25,V1,4,1.0291748740913935,0.0,0.0
INSTANCE_006,0.25,V1,5,1.3524319042851258,0.0,0.0
INSTANCE_006,0.25,V1,6,0.912852883052783,0.0,0.0
INSTANCE_006,0.25,V1,7,1.023883842600355,0.0,0.0
INSTANCE_006,0.25,V1,8,1.0004212476182772,0.0,0.0
INSTANCE_006,0.25,V1,9,0.8867464758398487,0.0,0.0
INSTANCE_006,0.25,V2,0,1.0093114265817889,0.0,0.0
INSTANCE_006,0.25,V2,1,0.8960630797532062,0.0,0.0
INSTANCE_006,0.25,V2,2,1.0517077858614825,0.0,0.0
INSTANCE_006,0.25,V2,3,1.2525117019197392,9.434667032688935,0.0
INSTANCE_006,0.25,V2,4,0.8800185949283246,0.0,0.0
INSTANCE_006,0.25,V2,5,0.9339674447270956,0.0,0.0
INSTANCE_006,0.25,V2,6,1.167094339839882,3.1970641668073085,0.0
INSTANCE_006,0.25,V2,7,1.08463797093738,0.0,0.0
INSTANCE_006,0.25,V2,8,1.0980549731756724,0.0,0.0
INSTANCE_006,0.25,V2,9,1.1690890500818183,3.3427278822247217,0.0
INSTANCE_006,0.25,V3,0,1.5041260688616074,21.149378529258115,0.6671832561664814
INSTANCE_006,0.25,V3,1,1.161587654121252,1.0501953992222752,0.0
INSTANCE_006,0.25,V3,2,1.1690890500818183,1.3576026056863384,0.0
INSTANCE_006,0.25,V3,3,0.8742533364880948,0.0,0.0
INSTANCE_006,0.25,V3,4,1.105583711636677,0.0,0.0
INSTANCE_006,0.25,V3,5,1.0569736132014742,0.0,0.0
INSTANCE_006,0.25,V3,6,0.9178288172426968,0.0,0.0
INSTANCE_006,0.25,V3,7,1.148440204521932,0.5114129146421647,0.0
INSTANCE_006,0.25,V3,8,1.2425746475155326,4.369042388519915,0.0
INSTANCE_006,0.25,V3,9,1.0007614819111672,0.0,0.0
INSTANCE_006,0.5,V1,0,0.9495654082242784,0.0,0.0
INSTANCE_006,0.5,V1,1,0.8616377346865536,0.0,0.0
INSTANCE_006,0.5,V1,2,0.9976911335901408,0.0,0.0
INSTANCE_006,0.5,V1,3,1.1448046847804845,0.0,0.0
INSTANCE_006,0.5,V1,4,0.9302715361817976,0.0,0.0
INSTANCE_006,0.5,V1,5,1.013284346910881,0.0,0.0
INSTANCE_006,0.5,V1,6,0.8622392269969805,0.0,0.0
INSTANCE_006,0.5,V1,7,1.1042449612439666,0.0,0.0
INSTANCE_006,0.5,V1,8,1.0291748740913935,0.0,0.0
INSTANCE_006,0.5,V1,9,0.9427984361262643,0.0,0.0
INSTANCE_006,0.5,V2,0,0.8687250859411962,0.0,0.0
INSTANCE_006,0.5,V2,1,0.9603552986534024,0.0,0.0
INSTANCE_006,0.5,V2,2,1.085208594166825,0.0,0.0
INSTANCE_006,0.5,V2,3,1.0785362869094035,0.0,0.0
INSTANCE_006,0.5,V2,4,1.069901713115916,0.0,0.0
INSTANCE_006,0.5,V2,5,1.0697925468478195,0.0,0.0
INSTANCE_006,0.5,V2,6,0.8999741176040277,0.0,0.0
INSTANCE_006,0.5,V2,7,0.9774508000271784,0.0,0.0
INSTANCE_006,0.5,V2,8,0.9264605184944188,0.0,0.0
INSTANCE_006,0.5,V2,9,0.9457172938331704,0.0,0.0
INSTANCE_006,0.5,V3,0,0.870328681575902,0.0,0.0
INSTANCE_006,0.5,V3,1,1.0145441979277583,0.0,0.0
INSTANCE_006,0.5,V3,2,1.0697925468478195,0.0,0.0
INSTANCE_006,0.5,V3,3,0.8742533364880948,0.0,0.0
INSTANCE_006,0.5,V3,4,1.0282120305371585,0.0,0.0
INSTANCE_006,0.5,V3,5,1.0426116213116785,0.0,0.0
INSTANCE_006,0.5,V3,6,1.01206038583535,0.0,0.0
