date,trigger,shock,vid,nr_lat,liu_lat,nr_dist,liu_dist,rsi,moved,changed,evals,runtime_ms,otd_num,otd_den,harm
INSTANCE_008,0.25,p85,V1,0.0,0.0,155.61949999999996,155.61949999999996,1.0,0,False,401,1444.7565078735352,18,18,False
INSTANCE_008,0.25,p85,V2,27.250831833333223,0.0,161.27500000000003,174.896,0.6103896103896104,18,True,401,8640.02799987793,29,29,False
INSTANCE_008,0.25,p95,V1,0.0,0.0,155.61949999999996,155.61949999999996,1.0,0,False,401,1458.0163955688477,18,18,False
INSTANCE_008,0.25,p95,V2,69.7804691666671,0.0,161.27500000000003,185.439,0.5952380952380952,17,True,401,9284.97290611267,29,29,False
INSTANCE_008,0.25,delay20,V1,0.0,0.0,155.61949999999996,155.61949999999996,1.0,0,False,401,1471.0493087768557,18,18,False
INSTANCE_008,0.25,delay20,V2,19.064999999999827,0.0,161.27500000000003,174.46759999999998,0.5865800865800865,18,True,401,8269.609928131104,29,29,False
INSTANCE_008,0.25,delay30,V1,0.0,0.0,155.61949999999996,155.61949999999996,1.0,0,False,401,1398.8745212554932,18,18,False
INSTANCE_008,0.25,delay30,V2,39.06499999999983,0.0,161.27500000000003,194.6744,0.696969696969697,19,True,401,8377.70962715149,29,29,False
INSTANCE_008,0.5,p85,V1,0.0,0.0,155.61949999999996,155.61949999999996,1.0,0,False,401,575.894832611084,18,18,False
INSTANCE_008,0.5,p85,V2,18.161861833332978,0.0,161.27500000000003,178.94,0.4,12,True,401,2809.5486164093018,29,29,False
INSTANCE_008,0.5,p95,V1,0.0,0.0,155.61949999999996,155.61949999999996,1.0,0,False,401,614.626407623291,18,18,False
INSTANCE_008,0.5,p95,V2,52.669419166667126,0.0,161.27500000000003,187.9768,0.4857142857142857,13,True,401,3052.889347076416,29,29,False
INSTANCE_008,0.5,delay20,V1,0.0,0.0,155.61949999999996,155.61949999999996,1.0,0,False,401,565.3285980224609,18,18,False
INSTANCE_008,0.5,delay20,V2,19.064999999999827,0.0,161.27500000000003,177.00539999999998,0.4666666666666666,14,True,401,2749.8607635498047,29,29,False
INSTANCE_008,0.5,delay30,V1,0.0,0.0,155.61949999999996,155.61949999999996,1.0,0,False,401,635.9596252441406,18,18,False
INSTANCE_008,0.5,delay30,V2,39.06499999999983,0.0,161.27500000000003,187.9768,0.4857142857142857,13,True,401,2562.105655670166,29,29,False
