delivery_date,trigger_fraction,shock,seed,method,total_distance_km,total_travel_time_min,total_lateness_min,otd_num,otd_den,overtime_min,rsi,moved_stops,remaining_stops,n_vehicles,n_unchanged_vehicles,n_harm_vehicles,runtime_ms,eval_count,block_fully_unchanged,block_any_harm
INSTANCE_003,0.25,delay30,101,SA,408.291,474.3533333333333,15.801666666666732,70,72,0.0,1.0,0,56,3,3,0,135.78438758850098,300,1,0
INSTANCE_003,0.25,p85,101,FR,406.7374,525.7134493333333,0.0,72,72,0.0,0.9087301587301588,8,56,3,2,0,49.53074455261231,320,0,0
INSTANCE_003,0.25,p85,101,NR,408.291,533.0052518333333,0.0,72,72,0.0,1.0,0,56,3,3,0,0.0,0,1,0
INSTANCE_003,0.25,p85,101,RG,403.459,527.4338138333333,0.0,72,72,0.0,0.8853174603174603,11,56,3,2,0,142.65203475952148,350,0,0
INSTANCE_003,0.25,p85,101,SA,408.291,533.0052518333333,0.0,72,72,0.0,1.0,0,56,3,3,0,122.9248046875,300,1,0
INSTANCE_003,0.25,p95,101,FR,408.291,584.7724358333335,14.88066916666719,70,72,0.0,1.0,0,56,3,3,0,51.20611190795898,300,1,0
INSTANCE_003,0.25,p95,101,NR,408.291,584.7724358333335,14.88066916666719,70,72,0.0,1.0,0,56,3,3,0,0.0,0,1,0
INSTANCE_003,0.25,p95,101,RG,438.83019999999993,607.1413625,0.0,72,72,0.0,0.8472222222222223,21,56,3,2,0,159.6965789794922,370,0,0
INSTANCE_003,0.25,p95,101,SA,445.9069,615.8918900000001,0.0,72,72,0.0,0.9388888888888888,17,56,3,2,0,150.85983276367188,340,0,0
INSTANCE_003,0.5,delay20,101,FR,408.291,474.3533333333333,0.0,72,72,0.0,1.0,0,37,3,3,0,43.49374771118164,300,1,0
INSTANCE_003,0.5,delay20,101,NR,408.291,474.3533333333333,0.0,72,72,0.0,1.0,0,37,3,3,0,0.0,0,1,0
INSTANCE_003,0.5,delay20,101,RG,408.291,474.3533333333333,0.0,72,72,0.0,1.0,0,37,3,3,0,114.84169960021974,300,1,0
INSTANCE_003,0.5,delay20,101,SA,408.291,474.3533333333333,0.0,72,72,0.0,1.0,0,37,3,3,0,117.63334274291992,300,1,0
INSTANCE_003,0.5,delay30,101,FR,409.3578,477.3933333333333,1.9933333333332257,71,72,0.0,0.9615384615384616,8,37,3,2,0,48.4921932220459,330,0,0
INSTANCE_003,0.5,delay30,101,NR,408.291,474.3533333333333,3.766666666666652,71,72,0.0,1.0,0,37,3,3,0,0.0,0,1,0
INSTANCE_003,0.5,delay30,101,RG,409.3578,477.3933333333333,1.9933333333332257,71,72,0.0,0.9615384615384616,8,37,3,2,0,130.8388710021973,330,0,0
INSTANCE_003,0.5,delay30,101,SA,408.291,474.3533333333333,3.766666666666652,71,72,0.0,1.0,0,37,3,3,0,116.70684814453124,300,1,0
INSTANCE_003,0.5,p85,101,FR,408.291,509.04420133333326,0.0,72,72,0.0,1.0,0,37,3,3,0,45.92776298522949,300,1,0
INSTANCE_003,0.5,p85,101,NR,408.291,509.04420133333326,0.0,72,72,0.0,1.0,0,37,3,3,0,0.0,0,1,0
INSTANCE_003,0.5,p85,101,RG,408.291,509.04420133333326,0.0,72,72,0.0,1.0,0,37,3,3,0,123.08001518249512,300,1,0
INSTANCE_003,0.5,p85,101,SA,408.291,509.04420133333326,0.0,72,72,0.0,1.0,0,37,3,3,0,126.8460750579834,300,1,0
INSTANCE_003,0.5,p95,101,FR,408.291,539.6629533333335,2.340425833333484,71,72,0.0,1.0,0,37,3,3,0,46.15640640258789,300,1,0
INSTANCE_003,0.5,p95,101,NR,408.291,539.6629533333335,2.340425833333484,71,72,0.0,1.0,0,37,3,3,0,0.0,0,1,0
INSTANCE_003,0.5,p95,101,RG,408.291,539.6629533333335,2.340425833333484,71,72,0.0,1.0,0,37,3,3,0,124.4215965270996,300,1,0
INSTANCE_003,0.5,p95,101,SA,408.291,539.6629533333335,2.340425833333484,71,72,0.0,1.0,0,37,3,3,0,130.3579807281494,300,1,0
INSTANCE_003,0.75,delay20,101,FR,408.291,474.3533333333333,0.0,72,72,0.0,1.0,0,19,3,3,0,45.00699043273926,300,1,0
INSTANCE_003,0.75,delay20,101,NR,408.291,474.3533333333333,0.0,72,72,0.0,1.0,0,19,3,3,0,0.0,0,1,0
INSTANCE_003,0.75,delay20,101,RG,408.291,474.3533333333333,0.0,72,72,0.0,1.0,0,19,3,3,0,121.98472023010254,300,1,0
INSTANCE_003,0.75,delay20,101,SA,408.291,474.3533333333333,0.0,72,72,0.0,1.0,0,19,3,3,0,124.1312026977539,300,1,0
INSTANCE_003,0.75,delay30,101,FR,408.291,474.3533333333333,0.0,72,72,0.0,1.0,0,19,3,3,0,46.77987098693848,300,1,0
INSTANCE_003,0.75,delay30,101,NR,408.291,474.3533333333333,0.0,72,72,0.0,1.0,0,19,3,3,0,0.0,0,1,0
INSTANCE_003,0.75,delay30,101,RG,408.291,474.3533333333333,0.0,72,72,0.0,1.0,0,19,3,3,0,127.57730484008788,300,1,0
INSTANCE_003,0.75,delay30,101,SA,408.291,474.3533333333333,0.0,72,72,0.0,1.0,0,19,3,3,0,126.8010139465332,300,1,0
INSTANCE_003,0.75,p85,101,FR,408.291,495.24627183333325,0.0,72,72,0.0,1.0,0,19,3,3,0,42.73343086242676,300,1,0
INSTANCE_003,0.75,p85,101,NR,408.291,495.24627183333325,0.0,72,72,0.0,1.0,0,19,3,3,0,0.0,0,1,0
INSTANCE_003,0.75,p85,101,RG,408.291,495.24627183333325,0.0,72,72,0.0,1.0,0,19,3,3,0,117.26975440979004,300,1,0
INSTANCE_003,0.75,p85,101,SA,408.291,495.24627183333325,0.0,72,72,0.0,1.0,0,19,3,3,0,116.18781089782716,300,1,0
INSTANCE_003,0.75,p95,101,FR,408.291,513.6867358333334,0.0,72,72,0.0,1.0,0,19,3,3,0,38.651466369628906,300,1,0
INSTANCE_003,0.75,p95,101,NR,408.291,513.6867358333334,0.0,72,72,0.0,1.0,0,19,3,3,0,0.0,0,1,0
INSTANCE_003,0.75,p95,101,RG,408.291,513.6867358333334,0.0,72,72,0.0,1.0,0,19,3,3,0,110.64434051513672,300,1,0
INSTANCE_003,0.75,p95,101,SA,408.291,513.6867358333334,0.0,72,72,0.0,1.0,0,19,3,3,0,109.67183113098145,300,1,0
INSTANCE_004,0.25,delay20,101,FR,435.1136,455.545,0.0,67,67,0.0,0.862962962962963,4,52,3,2,0,42.4044132232666,300,0,0
INSTANCE_004,0.25,delay20,101,NR,448.1016000000001,466.4983333333333,14.508333333333326,66,67,0.0,1.0,0,52,3,3,0,0.0,0,1,0
INSTANCE_004,0.25,delay20,101,RG,450.6470000000001,469.2116666666667,0.0,67,67,0.0,0.7814814814814816,9,52,3,2,0,148.18310737609863,420,0,0
INSTANCE_004,0.25,delay20,101,SA,460.12880000000007,472.955,0.0,67,67,0.0,0.9185185185185184,8,52,3,2,0,145.3557014465332,410,0,0
INSTANCE_004,0.25,delay30,101,FR,435.1136,455.545,0.0,67,67,0.0,0.862962962962963,4,52,3,2,0,45.31049728393555,300,0,0
INSTANCE_004,0.25,delay30,101,NR,448.1016000000001,466.4983333333333,32.16666666666663,65,67,0.0,1.0,0,52,3,3,0,0.0,0,1,0
INSTANCE_004,0.25,delay30,101,RG,450.6470000000001,469.2116666666667,0.0,67,67,0.0,0.7814814814814816,9,52,3,2,0,165.03667831420898,420,0,0
INSTANCE_004,0.25,delay30,101,SA,460.12880000000007,472.955,0.0,67,67,0.0,0.9185185185185184,8,52,3,2,0,164.79063034057617,410,0,0
INSTANCE_004,0.25,p85,101,FR,435.1296,507.8891958333333,0.0,67,67,0.0,0.8371693121693121,6,52,3,1,0,48.16126823425293,310,0,0
INSTANCE_004,0.25,p85,101,NR,448.1016000000001,520.6618908333332,13.21997099999976,66,67,0.0,1.0,0,52,3,3,0,0.0,0,1,0
INSTANCE_004,0.25,p85,101,RG,450.66300000000007,523.6864958333333,0.0,67,67,0.0,0.7556878306878306,11,52,3,1,0,171.57602310180664,430,0,0
INSTANCE_004,0.25,p85,101,SA,460.12880000000007,528.1251518333332,0.0,67,67,0.0,0.9185185185185184,8,52,3,2,0,165.70329666137695,410,0,0
INSTANCE_004,0.25,p95,101,FR,435.1296,554.1743958333333,0.0,67,67,0.0,0.8371693121693121,6,52,3,1,0,48.46501350402832,310,0,0
INSTANCE_004,0.25,p95,101,NR,448.1016000000001,568.4675708333333,40.34573833333332,65,67,0.0,1.0,0,52,3,3,0,0.0,0,1,0
INSTANCE_004,0.25,p95,101,RG,450.66300000000007,571.8522291666666,0.0,67,67,0.0,0.7556878306878306,11,52,3,1,0,167.07468032836914,430,0,0
INSTANCE_004,0.25,p95,101,SA,460.12880000000007,576.8192691666667,0.0,67,67,0.0,0.9185185185185184,8,52,3,2,0,162.10603713989258,410,0,0
INSTANCE_004,0.5,delay20,101,FR,448.0768000000001,466.43166666666673,14.508333333333326,66,67,0.0,0.8553113553113553,8,35,3,2,0,48.95973205566406,330,0,0
INSTANCE_004,0.5,delay20,101,NR,448.1016000000001,466.4983333333333,14.508333333333326,66,67,0.0,1.0,0,35,3,3,0,0.0,0,1,0
INSTANCE_004,0.5,delay20,101,RG,514.828,535.4233333333334,0.0,67,67,0.0,0.7362637362637363,14,35,3,1,0,131.8216323852539,350,0,0
