method,lateness,otd_pct,dist_premium_pct,rsi,moved_stops,block_unchanged_pct,no_harm_pct
Liu-ALNS,24.90265987273065,96.91358024691358,2.7290172302642786,0.7966882539731084,13.441176470588236,17.10239651416122,99.61873638344227
